text,id,annotation
#مقاطعة_مهرجان_موازين,R_476096668425780,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_476140591647164,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_476418078087507,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#savepalestine",R_476562554818109,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_476668651419245,['hashtags boycott']
"#مقاطعة_مهرجان_موازين 
#مابغيناش_موازين",R_476900218092664,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_477019544661161,['hashtags boycott']
"لا ترقص على جثث إخوانك 
#مقاطعة_مهرجان_موازين",R_477078818229811,['hashtags boycott']
"لا ترقص على أنغـــام قصـــ.صف اخوانك في غــ.زة 💔
مقاطعون مهرجان موازين 🚫
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_477296451317546,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_477333011303931,['hashtags boycott']
mehdi rab9a thlm b ariana,R_477764211384407,['Outliers']
Ila jaw ticket aykon taman klwa,R_478031107900257,['Tickets']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_478131291223018,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#blockout ✌🏻🇵🇸
#مقاطعة_مهرجان_موازين",R_479122127801443,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_480909117725845,['hashtags boycott']
Dite moi qu’il vont aller en Algérie aussi svppp😭,R_481148190932132,['critique Algerians']
#مقاطعة مهرجان موزاين,R_481283734329243,['hashtags boycott']
#مقاطعة مهرجان موزاين,R_481570867889062,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_482042040879638,['hashtags boycott']
BANGGA BANGETTT❤️‍🔥,R_482459460884619,['Excited for Mawazine']
راه فابور غا الى بغيتي تقربي من لاسين كيكون vip بالفلوس بحال شكل د festival gnawa,R_482539630782094,"['autre festivals', 'autre festivals']"
im so excited sto,R_482555054107969,['Excited for Mawazine']
they had to go to Morocco where it all started,R_483405907354035,['Festival Location']
#مقاطعة_مهرجان_موازين,R_483684084086693,['hashtags boycott']
Mais c je crois c gratuit vu que c en plain air,R_483814694220842,['Tickets']
"إطعام جائع مسكين خير من مهرجان موازين.

#مقاطعة_مهرجان_موازين",R_484256750621196,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_484430077270726,['hashtags boycott']
#مقاطعة _مهرجان _موازين,R_484700463891629,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_484952023877840,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_485050110531066,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_485070023852078,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_485381814013675,['hashtags boycott']
its real on mawazine's ig and fb page,R_485566733806699,[]
#مقاطعة_مهرجان_موازين,R_486350557155618,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_487301620316042,['hashtags boycott']
"لا ترقص على جراح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_487542230375606,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_487825283672822,['hashtags boycott']
"حسبنا الله ونعم الوكيل ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
""وَلَا تَحْسَبَنَّ الَّذِينَ قُتِلُوا فِي سَبِيلِ اللَّهِ أَمْوَاتًا بَلْ أَحْيَاءٌ عِنْدَ رَبِّهِمْ يُرْزَقُونَ"" 💔🇵🇸🇵🇸🇵🇸

#أنقذوا_فلسطين_إنها_تُباد🇵🇸 
#انقذوا_فلسطين
#انقذوا_فلسطين_بأكملها",R_490005066688477,['hashtags boycott']
لا ترقص على أنغـــام قصـــ.صف اخوانك 💔 مقاطعون مهرجان موازين 🚫 لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين,R_490812860126326,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تباد
#SaveGazaSavePalestine
#SaveGaza
#savepalestine",R_492417903140180,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
#مقاطعون_موازين
#خليه_يصفر",R_494063132948896,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_495294506154477,['hashtags boycott']
@s🎀 @✨🍃🪻🫶🏾🕊️ @Sali in mawazine???omg,R_496820019343421,['discussing choices singers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
#Save_Palestine_It_is_Exterminated🇵🇸
#israel_is_aterrorist_organization
#أنقذوا_فلسطين_إنها_تُباد",R_505300778694054,['hashtags boycott']
"#boycott_mawazine
#boycottmawazine",R_507295551623531,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_543856104723796,['hashtags boycott']
"حملة مقاطعة تهـ*ـدد مهرجان موازين يواجه مهرجان موازين إيقاعات العالم ،حملة مقاطعة واسعة على مواقع التواصل الاجتماعي قبل أسابيع قليلة من انطلاقه، حيث دعا عشرات المغاربة إلى مقاطعته تضامنًا مع غـ*ـزة. حيث اجتاح هاشتاغ ""قاطعوا موازين"" العديد من الصفحات، داعيًا إلى عدم حضور سهرات المهرجان، معتبرين أن الميزانية الضخمة التي تُنفق على ضيوفه ينبغي أن تُصرف على الفلـ*ـسطيـ*ـنيين، من خلال تقديم المساعدات الإنسانية وتوفير المواد الغذائية. كما وجهوا نشطاء مواقع التواصل الاجتماعي نداءً لسكان الرباط وسلا للانضمام إلى حملة المقاطعة وعدم حضور سهرات المهرجان. الجدير بالذكر ان منظمو مهرجان موازين اعلنوا عن قائمة المشاركين في نسخته التاسعة عشرة، المقرر تنظيمها خلال الفترة من 21 إلى 29 يونيو المقبل، حيث تشمل القائمة المغنية الأمريكية نيكي ميناج، والفنانين نجوى كرم، هيفاء وهبي، كارول سماحة، رامي عياش، سميرة سعيد، وغيرهم من الأسماء التي سيُعلن عنها لاحقًا. تحرير: تسنيم تيزي صحافية متدربة #dimatv_net #ديما_تيفي #dimatv #حملة #مقاطعة #موازين #غضب",R_580575927956764,['hashtags boycott']
لا ترقص على أنغـــام قصـــ.صف اخوانك في غــ.زة 💔 مقاطعون مهرجان موازين 🚫 لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين,R_580578537956503,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_5880921365364754,['hashtags boycott']
راه كاتبدا بالهاشتاغ و كاتوصل لأرض الواقع ، حتى المقاطعة ديال المنتجات الصهيو.نية بدات بهاشتاغ و آتت أكلها #مقاطعة_موازين,R_6111179119006701,['hashtags boycott']
@Mizu The Samurai🇲🇦 @Nini's eyes Mawazine this year is on fire,R_631898255729475,['discussing choices singers']
#مقاطعة_مهرجان_موازين,R_633834358965338,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_641776381478808,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين

✅️ أنشروا الهاشتاغ👌💯",R_642432874753043,['hashtags boycott']
Qui va en Algérie même 😭😭,R_643418677968405,['critique Algerians']
#boycottmawazine,R_643651657971554,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_647483174241969,['hashtags boycott']
يا ربي شي زلزال 8 درجة ازلزل لقلاوي كلشي.بقات لدين امكم غير موازين ارباعة دشلاهبية والمفسدين,R_649514480259878,['Criticism of Festival - Zelzal']
Hamza Chaikhi ghntchdo kamlin,R_650202567271826,['Outliers']
Mustapha Azenzar فبنما و سويسرا,R_650373877257488,['Outliers']
Hafid Bourih خاصنا لالى بويا 😅,R_651393920321337,['Outliers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_652417387076859,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_654540120193773,['hashtags boycott']
#مقاطعة مهرجان موزاين,R_654604186851550,['hashtags boycott']
Med Elbaamrani,R_655165893431203,['Outliers']
#مقاطعة_مهرجان_موازين,R_657687049872374,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_658373589788076,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_658841613094615,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_664997639113010,['hashtags boycott']
"الإخوان بغينا الهشتاغ إنتشر على أوسع نطاق اكبر حملة مقاطعة 👇
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_670398895232491,['hashtags boycott']
#مقاطعة_مهرجان_موازين.,R_672366868368036,['hashtags boycott']
#مقاطعون لمهرجان موازين,R_676631757935712,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_681377770780712,['hashtags boycott']
Youssef Ed Douch hhhh,R_682363587314062,['Outliers']
Moad Zemrani  wa3la ..... Ijibo minaaaj saat raah baghin ikhrjo 3la shaabab wllah lfassad b3iniiih 3aayn baayn mafhmtsh Ana wlah yalah hbsso had mawazin 3awdo rddoh akhoya bzaf,R_682773347273177,['Criticism of Festival - Social Values']
كنت كتطلب الله باش ارحمنا بالغيث امني استجابة الله الدعاء من المسلمين ابغتوا ترجعو القاعدة ديالكم تشجيع التفاهة مبغتوش التحشموا  انا الله يرا ويسمع!!!!!!!!!!!!!!!!!!!,R_684872997043788,['Criticism of Festival - Social Values']
Rajae Elahou بيضة,R_686056270261662,['Outliers']
Hamza Nagi ?,R_689177313280049,['Outliers']
Habiba Ka باقي,R_6905710012861872,['Outliers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_696860239173601,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_6978197135613063,['hashtags boycott']
"الإخوان بغينا الهشتاغ إنتشر على أوسع نطاق اكبر حملة مقاطعة 👇
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_698251245692000,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_701754338672204,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_710283504469663,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_711229984349486,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7128836393888280,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_713876717421589,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_713946974085058,['hashtags boycott']
#مقاطعة_موازين,R_7143517712364202,['hashtags boycott']
بغاو ينسونا مقاطعة موازين باعلان زيادة 10 دراهم فالغاز ولان هيهات زيرو معانا 🤝🏼 لا ترقص على أنغـــام قصـــ.صف اخوانك في غــ.زة 💔 مقاطعون مهرجان موازين 🚫 لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين,R_7148048805300789,['hashtags boycott']
"حملة مقاطعة موازين تجتاح السوشال ميديا بسبب غزة

التفاصيل في أول تعليق 👇

#مقاطعة #موازين #غزة #Mawazine ",R_7196959147500752897,['hashtags boycott']
"#boycott 
#mawazine",R_7198612748627243009,['hashtags boycott']
"
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_7198755030466801664,['hashtags boycott']
"إلى أصحاب ""إطعام جائع خير من بناء جامع"" ؟!
أليست ميزانية موازين كافية لإطعام جياع المغرب لمدة سنة ؟!

#مقاطعة_مهرجان_موازين
",R_7198796472924938240,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7198945136519655424,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_723697083059940,['hashtags boycott']
"لا ترقص على جرح إخوانك 
#مقاطعة_مهرجان_موازين

✅️ أنشروا الهاشتاغ👌💯",R_7250397498405663,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#",R_725461629546331,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_726397866141336,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_727354406275377,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_727800342639834,['hashtags boycott']
"و يأتي مهرجان موازين و يأتي معه اختبار نفوس المسلمين في هذا البلد العريق... 
حضورك تشجيع فانتبه...
#قاطعوا_الرَّذِيلة",R_7294194737359588,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_730442412358860,['hashtags boycott']
"لا يحضر مهرجان موازين  إلا من اختلت عنده الموازي  و سيوزن يوم الموازين 👌
#مقاطعة_مهرجان_موازين❌️
@معلّقون",R_731916785546078,['hashtags boycott']
#مقاطعة _مهرجان _موازين,R_7326916940767215,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7327162137409855,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_734947488712132,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_735988328606943,['hashtags boycott']
#boycott_mawazine_for_palestine 🇵🇸,R_7367703220166312710,['hashtags boycott']
#boycott_mawazine_for_palestine 🇵🇸,R_7367763384534287109,['hashtags boycott']
#boycott_mawazine_for_palestine 🇵🇸,R_7367844762026148614,['hashtags boycott']
#boycott_mawazine_for_palestine 🇵🇸,R_7367848993294566150,['hashtags boycott']
#boycott_mawazine,R_7367889566293934853,['hashtags boycott']
#boycott_mawazine_for_palestine 🇵🇸,R_7367935428232872710,['hashtags boycott']
#boycott_mawazine_for_palestine🇵🇸,R_7368138106443563782,['hashtags boycott']
#boycott_mawazine_for_palestine🇵🇸,R_7368140006562808582,['hashtags boycott']
#boycott_mawazine_for_palestine 🇵🇸,R_7368297435598488326,['hashtags boycott']
#boycott_mawazine_for_palestine 🇵🇸,R_7368316888361534214,['hashtags boycott']
#boycott_mawazine,R_7368439128902746885,['hashtags boycott']
"I'm Moroccan🇲🇦 and I say #boycott_mawazine
✊🏼🇵🇸🇸🇩🇭🇹🇨🇩💙🤍(ouïghours)",R_7368492381593289477,['hashtags boycott']
#boycott_mawazine_for_palestine 🇵🇸,R_7368642233329959686,['hashtags boycott']
#مقاطعون لموازين#,R_7369221731381560070,['hashtags boycott']
#mawazine #zouhirbahaoui #lamineyamal #watermelon🍉   #waterme.    #🍉 #boycott #بوجلود_الدشيرة #ibtissamtiskat #eurovision #astonvilla #🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 #فارس_قطرية #garfield #العرجانى #هصاحب_ضلي_في_الازمات🖤🍂 #ليه_ولا_مره_حضنك_بيضمني #แยกร่าง #สโลว์หมุนๆ #صفر #سمر_طارق #تحديث_ببجي_جديد @NANOTEKHD ,R_7369386066131881249,['hashtags boycott']
#boycott mawazine,R_7370983419147944709,['hashtags boycott']
#جمهور موازين 😁#مقاطعة_مهرجان_موازين,R_7370996147546017030,['hashtags boycott']
شاركوا الهاشتاقات، شاركوا في أكبر حملة لمقاطعة مهرجان المهرجين.#خليه_يغني_بوحدو #لا_خير_فينا_إن_مشينا #لاترقص_على_دماء_الشهداء #مقاطعة_مهرجان_موازين #ا #المغرب #الرباط,R_7371077657523440902,['hashtags boycott']
#قاطعوا_موازين,R_7371423145783299333,['hashtags boycott']
#مقاطعة_مهرجان_موازين #النغرب_مغربنا🌠🇲🇦🇩🇿,R_7371431177296563461,['hashtags boycott']
#مقاطعون#,R_7371438699396498181,['hashtags boycott']
لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين  لاخير فينا ان مشينا؟!؟ #fyppppppppppppppppppppppp #viral #اللهم_صل_وسلم_على_نبينا_محمد❤️❤️❤️ #الشعب_الصيني_ماله_حل😂😂 #اكسبلور ,R_7371449654552120609,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_7371452451830104838,['hashtags boycott']
"👏👏👏👏👏👏👏👏👏👏👏برافو اكملوا الحملة
#قاطع_موازين",R_7371473343746802437,['hashtags boycott']
#BOYCOTTMAWAZIN 🇵🇸,R_7371802509714014982,['hashtags boycott']
Réponse à @jawadsousi4 لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_مولاترقص على جرح إخوانك 💔 # مقاطعون موازين #إطعام جائع مسكين خير من مهرجان موازين. #مقاطعة_مهرجان_موازينمع دعوة المغاربة لمقاطعة موازين مقاطعون مهرجان موازين لا ترقص على جرح إخوانك 🇵🇸 مقاطعة مهرجان موازينهشتاغ #Moroccan_Caftan #Moroccan_Bastilla  #Moroccan_salew  #Moroccan_Tajine #Moroccan_Tangia  #Moroccan_Jellaba #Moroccan_Daraiya  #Moroccan_Harira #Moroccan_Chebakia  #Al_Hayek_moroccan #Al_Sharbil_A_moroccan  #Moroccan_Baghrir  #Moroccan_Mahnsha  #Moroccan_Tarbush  #Moroccan_architecture  #No_to_stealing_Morocan_Culture  #No_to_stealing_Morocan_History #القفطان_المغربي #التكشيطة_المغربية  #البسطيلة_المغربية  #سلو_المغربي #البلغة_المغربية  #الطاجين_المغربي #الطنجية_المغربية  #الجلابة_المغربية #الدراعية_المغربية  #الحريرة_المغربية #الشباكية_المغربية  #الحايك_المغربي #الشربيل_المغربي  #المسمن_المغربي #البغرير_المغربي  #المحنشة_المغربية  #الطربوش_المغربي  #اللحم_بالبرقوق_المغربي #العمارية_المغربية  #لا_لسرقة_التراث_المغربي ,R_7372189602255293729,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_737625961863933,['hashtags boycott']
"باش كتحس فاش كتشوف النصارة دايرين حملة مقاطعة عالمية ضد المشاهير و نتا لي مسلم و في بلد مسلم فرحان حيت غيجيو يغنيو ليك وكتسابق باش تاخد تيكي باش تحضر ليهم باش كتحس ونتا كتشطح كي الشيخة و خوتك يتعرضون للا........بادة  كل يوم ..
غا قل لي واش عندك شي نقطة ديال الإنسانية واش راضي بهدشي ..💔

   لا ترقص 🇲🇦 على جُرْحِ إخوانك 🇵🇸 ... !

#مقاطعة_مهرجان_موازين",R_738247388382089,['hashtags boycott']
#boycottmawazine,R_738663201674560,['hashtags boycott']
"لا يحضر مهرجان موازين  إلا من اختلت عنده الموازي  و سيوزن يوم الموازين 👌
#مقاطعة_مهرجان_موازين❌️
@معلّقون",R_739016041643059,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩",R_739492581724141,['hashtags boycott']
"حسبنا الله ونعم الوكيل ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
""وَلَا تَحْسَبَنَّ الَّذِينَ قُتِلُوا فِي سَبِيلِ اللَّهِ أَمْوَاتًا بَلْ أَحْيَاءٌ عِنْدَ رَبِّهِمْ يُرْزَقُونَ"" 💔🇵🇸🇵🇸🇵🇸

#أنقذوا_فلسطين_إنها_تُباد🇵🇸 
#انقذوا_فلسطين
#انقذوا_فلسطين_بأكملها",R_7398306963601342,['hashtags boycott']
"و لأجل تلكم المآسي تجب مقاطعة كل مهرجان، و التأدب في حضرة المآسي أقل واجب تقدمه ، فمن الشنائع الرقص على جثامين عشرات الآلاف من القتلى .... 
#مقاطعة_مهرجان_موازين",R_7399766136786424,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_740401194968846,['hashtags boycott']
"#لا_ترقص_على_جراح_إخوانك 
#مقاطعة_مهرجان_موازين
#لا_خير_فينا_إن_مشينا",R_740413384672116,['hashtags boycott']
"،لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين ❌",R_741037568101580,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_741503311529281,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_741593557883437,['hashtags boycott']
"لا ترقص على جروح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_741683894578452,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_742305981143355,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_742777434597604,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7431975836850599,['hashtags boycott']
Khouloud Safsafi Kang Eslam,R_7443463109035122,['Outliers']
#مقاطعة مهرجان موزاين,R_744610347886769,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#لا_للتفاهة_وغزة_في_إبادة
#لاترقص_على_جراح_إخوانك",R_745326974474221,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_746857704291025,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_747875594227994,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_747916470752127,['hashtags boycott']
"لا ترقص على جرح إخوانك🇵🇸
#مقاطعة_مهرجان_موازين",R_747987027232345,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_748258244177635,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_748322627179007,['hashtags boycott']
"⛔📢 لا يحضر مهرجان الخزي #موازين من له وعي راسخ وإيمان ثابت وعقيدة مستقيمة وضمير حي
#فق من غفلتك 

#قاطعوا
#الأسرة
#معركة_الوعي
#ماتقيسش_عائلتي
#برتاجي
#الهبيل",R_748871330793950,['hashtags boycott']
"🚨🚨 مغاربة يطلقون حملة مقاطعة مهرجان موازين بالمغرب 🇲🇦 و كيقولو التعليم في الدرك الأسفل ( رتبة 154 عالميا ) وموازين والاطلس نزال رايب والحر.ب فغز.ة وتمويل النهرجان من طرف شركات تابعة للدولة كاتصلات المغرب اي المال العام وتأمين المهرجان بالملتيير من طرف وزارة الداخلية، والبوطا تزادت وغادي تتزاد معاها الخضرة والخبز وحتى الزريعة 😓 واش نتوما مع حملة مقاطعة مهرجان موازين بانو 
عندي هنا نشوفكم بكل افتخار ❤️😍
.
#مقاطعة_مهرجان_موازين #مقاطعة #مهرجان #موازين #المغرب #الغناء #الرقص #التعليم #السياحة #الصحراء_المغربية #الصحراء_الشرقية #الذكاء_الاصطناعي",R_749584550680094,['hashtags boycott']
#مقاطعـــون,R_7498268296946878,['hashtags boycott']
#مقاطعة _مهرجان _موازين,R_749847877289861,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
#مقاطعون_موازين
#خليه_يصفر",R_7500669269982046,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_750113263669457,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_7505318636182052,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7505987799478711,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7506063019471893,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#لا_للتفاهة_وغزة_في_إبادة
#لاترقص_على_جراح_إخوانك",R_750725830589219,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7511200395622289,['hashtags boycott']
لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين ❌ #مقاطعون_موازين ❌ #خليه_يصفر 🚷,R_751499250504383,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7516253755122921,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
#Save_Palestine_It_is_Exterminated🇵🇸
#israel_is_aterrorist_organization
#أنقذوا_فلسطين_إنها_تُباد",R_7523585247761354,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
#مقاطعون_موازين
#خليه_يصفر",R_752456130096537,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7526123837443170,['hashtags boycott']
🔸 مغاربة يطلقون حملة مقاطعة مهرجان موازين بالمغرب 🇲🇦 و كيقولو التعليم في الدرك الأسفل ( رتبة 154 عالميا ) وموازين على رأس القائمة 😓 واش نتوما مع حملة مقاطعة مهرجان موازين بانو عندي هنا نشوفكم بكل افتخار ❤️😍 . #مقاطعة_مهرجان_موازين,R_752623883699396,['hashtags boycott']
#مقاطعة مهرجان موزاين,R_7527124307353585,['hashtags boycott']
"مهرجااااان الفساد مبقى ليه والوووو قاطع ايها الشعب من اجل مصلحة البلاد والعباد واجه المفسيدين بسلاح #المقاطعة لمشى الموازين اعرف راسووو بهيمة  خاصنا يبقا فينا الحال على راسنا 
#مقاطعون #موازين",R_7531841846936163,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_753295080337141,['hashtags boycott']
🔸 اوا ها نتوما الحمدلله المنشور لي حطينا على موازين دار ضجة كبيرة فالمغرب 🇲🇦 و بهدا كأدمن للصفحة فرحان بزااف حيت الرسالة وصلات 👑❤️ #مقاطعة_مهرجان_موازين,R_753503366944781,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
لاخير فينا ان مشينا؟!؟",R_7537206026326794,['hashtags boycott']
#مقاطعة _مهرجان_موازين❌,R_754204233571126,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_754612136537370,['hashtags boycott']
الاستعدادات لموازين قرب المسجد تخيل المسلمين ايكونو كيصليو صلاة العشاء فالمسجد وحداهم وحدين كيشطحو والصوت طبعا ايكون عالي. إنها علامات الساعة بإمتياز واضحة غير لي بغا يكدب على راسو اللهم إن هذا منكر حسبنا الله ونعم الوكيل ☝️ #قاطعوا_موازين,R_7546303525435971,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_7547929018632385,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_754866806819426,['hashtags boycott']
"🇵🇸
#مقاطعة_مهرجان_موازين",R_7549899151783833,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_755026083167074,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
لاخير فينا ان مشينا؟!؟",R_755185446806729,['hashtags boycott']
لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين ❌ #مقاطعون_موازين ❌ #خليه_يصفر 🚷 ايسايستا قيم,R_7552312054835118,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_755366923408813,['hashtags boycott']
"لا يحضر مهرجان موازين
 إلا من اختلت عنده الموازين
 و سيوزن يوم الموازين

 #مقاطعة_مهرجان_موازين",R_755599909977396,['hashtags boycott']
